run,molecule,intd,s1,s2,risk,endpoint,line,referencetreatment,referencetrial
2554,4,.30679813,1.5920893,-2.3087356,1,1,1,7,0
6992,4,-.5251947,-.84431356,.73280829,1,1,1,7,0
1438,4,-.67866236,.019376075,-.81884176,1,1,1,7,0
7768,4,.22876969,.39525357,-1.0324328,1,1,1,7,0
6608,4,-.76313734,.017492382,.19830585,1,1,1,7,0
1157,4,-.34431374,.14167686,-.13393223,1,1,1,7,0
1136,4,-.28221738,.30107483,-.15524015,1,1,1,7,0
4761,4,.10466906,1.0859109,-1.4074296,1,1,1,7,0
3740,4,-.69113457,-.87029541,1.0705326,1,1,1,7,0
2801,4,-.68890446,.021074541,.53933442,1,1,1,7,0
4052,4,.1768506,.37882587,-.79305232,1,1,1,7,0
3432,4,.45218462,.38194275,-1.1410393,1,1,1,7,0
3273,4,-.76541996,-.74275875,.76837146,1,1,1,7,0
8399,4,-.07170672,.60377842,-.75607508,1,1,1,7,0
7325,4,-.10420803,.35474181,-.76376796,1,1,1,7,0
3433,4,1.2903125,.41958696,-.57484943,1,1,1,7,0
1058,4,-.12385477,.16569938,-.96222675,1,1,1,7,0
319,4,-.28577656,.67801017,-.72455823,1,1,1,7,0
6269,4,-.56166202,-.10656743,.32509089,1,1,1,7,0
6775,4,-.53068835,-.98732513,.31086046,1,1,1,7,0
7788,4,-.26678503,.24927211,-.82348508,1,1,1,7,0
1944,4,-.74588567,-1.0834602,1.0397191,1,1,1,7,0
13,4,-.12953241,.37163308,-.68947989,1,1,1,7,0
1287,4,-.66601241,.094778344,-.52580535,1,1,1,7,0
3270,4,-.73302972,-1.2574233,.96667838,1,1,1,7,0
7560,4,-.80233067,-.36070949,.54949921,1,1,1,7,0
541,4,-.21065404,-.27268454,.19440588,1,1,1,7,0
4625,4,-.50216615,-.24047917,-.079861924,1,1,1,7,0
5392,4,-.95458227,-.21847261,.32040977,1,1,1,7,0
3438,4,-.55280012,-.43523678,.37662914,1,1,1,7,0
46,4,-.50425971,-.27920827,.5430696,1,1,1,7,0
4491,4,-1.9711913,-.58917862,.9693327,1,1,1,7,0
7184,4,-.23848601,-.51672608,.10666195,1,1,1,7,0
9237,4,-.03324819,.43032041,-.76465106,1,1,1,7,0
7872,4,-.44376871,-.40771678,.11491743,1,1,1,7,0
6741,4,-.3261869,-.53272635,.42716277,1,1,1,7,0
3267,4,-.6779111,-1.0062155,1.1870872,1,1,1,7,0
5411,4,.013307871,.9327482,-1.1000674,1,1,1,7,0
2432,4,-.19091357,.47874159,-1.0383524,1,1,1,7,0
1528,4,-.55900097,-.40539229,.31235987,1,1,1,7,0
3266,4,-.84256262,-.6418407,.86450905,1,1,1,7,0
2302,4,-.22950894,.34533277,-.4847568,1,1,1,7,0
5094,4,.069272943,.86359024,-1.5910939,1,1,1,7,0
3135,4,.011221542,.8785187,-.71733642,1,1,1,7,0
1586,4,-.34574413,.25164604,-.31772795,1,1,1,7,0
6839,4,.18320458,.62933081,-1.2054542,1,1,1,7,0
7665,4,.17075108,.068370327,-.63566726,1,1,1,7,0
2199,4,-.2052647,.79958487,-.75495821,1,1,1,7,0
3264,4,.25191453,1.2547975,-1.7722955,1,1,1,7,0
8451,4,-.65701419,-.14602375,.042571589,1,1,1,7,0
5918,4,.14609201,.46449658,-.77729064,1,1,1,7,0
342,4,-.58495098,-.8011443,.81929058,1,1,1,7,0
3263,4,-.23919515,.16687445,-.53709161,1,1,1,7,0
8400,4,-.34436369,-.1578372,-.023601493,1,1,1,7,0
5158,4,-.027910339,1.3156116,-1.460127,1,1,1,7,0
3041,4,-.38197932,.068007573,-.16439436,1,1,1,7,0
5040,4,-.19356403,-.50826782,.30763504,1,1,1,7,0
2741,4,-.20990442,-.085148878,-.34138343,1,1,1,7,0
8980,4,-.46198696,.041147098,-.10828903,1,1,1,7,0
360,4,.39377022,1.59677,-2.518502,1,1,1,7,0
8307,4,.26424012,.95832318,-1.2952824,1,1,1,7,0
5687,4,-.45211941,-.66819853,.6749751,1,1,1,7,0
5640,4,-.45314723,-.47589773,.67283553,1,1,1,7,0
2687,4,-.010246049,.44382882,-.95087385,1,1,1,7,0
3260,4,-.36626849,-.16051248,-.32324895,1,1,1,7,0
7674,4,-.88410872,.26989719,.38405064,1,1,1,7,0
2482,4,-.51597929,.51027226,-.44660872,1,1,1,7,0
4357,4,-.56641877,-.46468043,.4778015,1,1,1,7,0
3259,4,.15480578,.62251884,-1.1482761,1,1,1,7,0
2684,4,-.41738415,-.50275767,.46330488,1,1,1,7,0
9356,4,-.37643689,-.23884276,.073755607,1,1,1,7,0
7441,4,-.21055585,.079902098,-.46600938,1,1,1,7,0
3475,4,-.0031313456,1.2904133,-1.3247579,1,1,1,7,0
8401,4,.52939153,-.35468346,.13706818,1,1,1,7,0
4451,4,-.5621208,.27705514,-.50760078,1,1,1,7,0
1587,4,-1.175896,-1.0620996,1.3631767,1,1,1,7,0
3257,4,.15832807,1.0489823,-1.4880702,1,1,1,7,0
5363,4,-.39622915,-.58732992,.042001314,1,1,1,7,0
9729,4,-.63116127,-1.112923,.83521116,1,1,1,7,0
8978,4,-.14879316,.40870193,-1.0180479,1,1,1,7,0
810,4,-.46943811,.080572322,-.22713059,1,1,1,7,0
3058,4,-.40786818,-.66484451,.1276834,1,1,1,7,0
5423,4,.21124242,.25309998,-.9241671,1,1,1,7,0
7899,4,-.19358669,.28860414,-.73521394,1,1,1,7,0
3481,4,-.43571556,-.39703783,.49347231,1,1,1,7,0
6905,4,-.55134708,-1.0909394,.74761313,1,1,1,7,0
1803,4,-.60196781,-.12574035,.083902255,1,1,1,7,0
5712,4,1.0167091,-.18765265,-.34847578,1,1,1,7,0
408,4,-.66758758,-1.2468531,1.0174725,1,1,1,7,0
8404,4,.0030556181,.90962023,-1.6187904,1,1,1,7,0
3923,4,-.49469247,-.13531424,-.35877067,1,1,1,7,0
9731,4,.17855373,1.9139851,-2.3307543,1,1,1,7,0
6636,4,-.78430694,.30549812,-.59168887,1,1,1,7,0
4523,4,-.028613778,.11965264,-.73004586,1,1,1,7,0
9109,4,.13485342,.74462932,-1.0655305,1,1,1,7,0
4652,4,-.12740771,.5385415,-.88364476,1,1,1,7,0
5053,4,-.21233588,.23840414,-.6506266,1,1,1,7,0
193,4,.029607747,.12905112,-.86872143,1,1,1,7,0
1123,4,.24548449,1.3758429,-2.0725389,1,1,1,7,0
655,4,.10841773,.31423235,-1.0834374,1,1,1,7,0
3251,4,-.39398617,-.42325193,.17529552,1,1,1,7,0
3604,4,-.33739144,.65511543,-.64841408,1,1,1,7,0
8069,4,.42458692,.86384493,-1.8616424,1,1,1,7,0
2112,4,-.61586702,-.68337512,.63176984,1,1,1,7,0
2842,4,.26355007,.69205093,-1.2703582,1,1,1,7,0
4624,4,-.47476429,-.39662284,.11944266,1,1,1,7,0
3490,4,-.29125676,-.13912854,-.07324367,1,1,1,7,0
3106,4,-.20659214,.239988,-.33089882,1,1,1,7,0
6843,4,-.44153273,.39112267,-.42949566,1,1,1,7,0
9518,4,.059519064,.85596144,-1.6053935,1,1,1,7,0
5890,4,-.7390818,.21535611,.073125117,1,1,1,7,0
6463,4,-.3376216,-.44250226,.36096707,1,1,1,7,0
3451,4,-.33802876,.49967232,-.28705305,1,1,1,7,0
8268,4,-.92960298,-.24039088,.42621881,1,1,1,7,0
987,4,-.32898897,.41936797,-.59037703,1,1,1,7,0
5933,4,-.10342836,.12039952,-.73633409,1,1,1,7,0
6577,4,-.76897413,-1.6787901,1.5322282,1,1,1,7,0
5009,4,-.35140508,.39779806,-.73327243,1,1,1,7,0
2042,4,.11612199,1.0478258,-1.3817483,1,1,1,7,0
8857,4,.015707178,.58862376,-.91718179,1,1,1,7,0
45,4,-.70638525,-.26053807,-.068645619,1,1,1,7,0
8729,4,-.58128369,-.052172884,.24605711,1,1,1,7,0
6918,4,-.9043709,-.37937018,1.0152802,1,1,1,7,0
5986,4,-.29609317,.16596773,-.8947742,1,1,1,7,0
9108,4,-1.2640859,-1.6385131,2.4023228,1,1,1,7,0
9915,4,-.47989175,-.045746233,-.11154526,1,1,1,7,0
2290,4,-.24396785,.10161438,-.21443549,1,1,1,7,0
7524,4,1.4336774,-1.0424507,1.1549624,1,1,1,7,0
215,4,-.37998301,-.17970641,-.28636289,1,1,1,7,0
1649,4,-.9144482,.3066119,-.10323713,1,1,1,7,0
4379,4,-.24348457,.026992897,-.30415159,1,1,1,7,0
586,4,-.029123103,.6117605,-.57434523,1,1,1,7,0
7951,4,-.6379711,.19345444,.022850458,1,1,1,7,0
8292,4,-.076655477,.19729683,-.91740865,1,1,1,7,0
8526,4,-.13735645,-.0022119717,-.29091093,1,1,1,7,0
3510,4,-.78663552,-.52775496,.93571132,1,1,1,7,0
486,4,-.57542259,-.0027189425,.19934162,1,1,1,7,0
6976,4,-.55811626,.42741951,-.39250642,1,1,1,7,0
8132,4,-.046817131,.36385423,-1.0478115,1,1,1,7,0
2076,4,.52184635,.41549078,-1.3088521,1,1,1,7,0
9966,4,.11892697,-.19483732,-.53405088,1,1,1,7,0
7563,4,-.50556278,-.36635411,.48802933,1,1,1,7,0
4526,4,-.24031864,-.74101287,.26496983,1,1,1,7,0
1045,4,-.39400813,.22760984,-.5263201,1,1,1,7,0
4842,4,-.20726132,.23539813,-.47396627,1,1,1,7,0
8378,4,-.22047533,.47837678,-.70797259,1,1,1,7,0
292,4,-.16742724,-.15984885,.010573502,1,1,1,7,0
8407,4,-.25394812,-.32206839,.25932017,1,1,1,7,0
6424,4,-.74983853,-.16259918,.62370765,1,1,1,7,0
1211,4,.2186389,-.007492498,-.85977978,1,1,1,7,0
7249,4,-.6100077,-.40564242,.58536065,1,1,1,7,0
8175,4,-.097160824,1.6146274,-1.8341569,1,1,1,7,0
5106,4,-.47429925,-.59455109,.47335613,1,1,1,7,0
5049,4,.26616317,.7922017,-1.8236116,1,1,1,7,0
1987,4,-.37275079,-.3136546,.17904279,1,1,1,7,0
3010,4,-.90444827,-.87668985,1.1614798,1,1,1,7,0
8413,4,.12400994,.25905582,-.57807225,1,1,1,7,0
6764,4,-.79888791,-.33111936,.45061684,1,1,1,7,0
9435,4,.39974192,1.3790417,-2.0067239,1,1,1,7,0
5475,4,-1.1867528,-1.7159773,2.5307069,1,1,1,7,0
1307,4,-.5472216,.69370353,-.59674716,1,1,1,7,0
1630,4,-.44644982,-.29972804,.50629979,1,1,1,7,0
8426,4,-.026334422,.62070566,-.59189409,1,1,1,7,0
3235,4,-2.3999381,-.62926596,.20205674,1,1,1,7,0
6952,4,-.81994814,-.95658302,1.4417032,1,1,1,7,0
9230,4,.34238383,1.33606,-2.1354907,1,1,1,7,0
8140,4,-.27322245,.62958175,-.98381907,1,1,1,7,0
3523,4,-.3786577,-1.0707393,.78196406,1,1,1,7,0
7727,4,-.2392199,1.0391226,-1.1825893,1,1,1,7,0
2469,4,-.96245384,-.25894058,.038844995,1,1,1,7,0
5991,4,-.524104,-.41060844,.16099882,1,1,1,7,0
4852,4,-.13978535,.57269496,-.90066224,1,1,1,7,0
8634,4,-.66751981,.21918753,-.024776213,1,1,1,7,0
803,4,-.097416714,.56695855,-.75970793,1,1,1,7,0
9700,4,-.93287623,-.50455183,1.0071594,1,1,1,7,0
4660,4,-.39720884,.26634318,-.4929179,1,1,1,7,0
2937,4,-.11718017,.42578423,-.76541507,1,1,1,7,0
1482,4,-.52856004,.53089172,-.5116263,1,1,1,7,0
7952,4,-.34523708,-.30687365,-.062499803,1,1,1,7,0
3148,4,-.524104,-.41060844,.16099882,1,1,1,7,0
5874,4,-.82729173,-.23605977,-.45355675,1,1,1,7,0
7268,4,-.44463745,-.086961582,.40765744,1,1,1,7,0
3529,4,-.58790046,-1.0716904,1.0015602,1,1,1,7,0
1437,4,.087172553,1.481584,-2.0537171,1,1,1,7,0
3230,4,-.48045966,-.30181837,-.28990576,1,1,1,7,0
2459,4,-.12066969,.6013152,-1.2712836,1,1,1,7,0
802,4,-.26739225,.25998235,-.11074464,1,1,1,7,0
5611,4,-.49643776,-.61349702,.51954156,1,1,1,7,0
3703,4,-.39503744,.56478262,-.44396678,1,1,1,7,0
3532,4,.25602472,1.1202921,-1.955683,1,1,1,7,0
6954,4,-.34466064,-.030677112,-.33837253,1,1,1,7,0
2300,4,-.89519107,.091854662,.33955541,1,1,1,7,0
6230,4,-.84206414,.035747152,.3688134,1,1,1,7,0
1388,4,-.12356679,.56084734,-1.1825684,1,1,1,7,0
7976,4,-.49823111,-.48365286,.20687918,1,1,1,7,0
3534,4,.11986405,1.0469394,-1.6336163,1,1,1,7,0
3857,4,-.48021811,.29096407,-.2417893,1,1,1,7,0
8304,4,-.75594169,-.13401264,.43530801,1,1,1,7,0
2975,4,-1.2193997,-1.7023711,1.8291835,1,1,1,7,0
3909,4,-.31638417,-.34536704,.18384296,1,1,1,7,0
3535,4,-.36249307,.0057650413,-.17194569,1,1,1,7,0
8671,4,-.95253032,-1.261301,1.6170126,1,1,1,7,0
6640,4,-.58284754,-.64317673,.87251121,1,1,1,7,0
7215,4,.23607141,1.6186483,-1.8171346,1,1,1,7,0
3225,4,-.78379077,-1.1124909,1.4862398,1,1,1,7,0
9726,4,-.031757608,-.75695485,.35161889,1,1,1,7,0
9869,4,-.15269823,.42569691,-.63860542,1,1,1,7,0
8593,4,-.74685663,-.088534728,.6502493,1,1,1,7,0
4591,4,-.75249469,-.24635039,.70103163,1,1,1,7,0
3896,4,-.66601074,-.69568753,.92522228,1,1,1,7,0
3539,4,-.038030468,1.4623374,-1.6428695,1,1,1,7,0
8533,4,-.53461844,-.50044131,.88824648,1,1,1,7,0
905,4,.19700101,.49758026,-.97698247,1,1,1,7,0
7327,4,.31923434,.37138793,-.73174024,1,1,1,7,0
1200,4,-.66534913,.10429185,.14083737,1,1,1,7,0
1594,4,-.35294566,-.070914328,.19786941,1,1,1,7,0
7103,4,-.12879744,.61883414,-.9679513,1,1,1,7,0
1948,4,-.5012719,-.36171556,.44750199,1,1,1,7,0
4977,4,-.8570115,-1.2617759,1.3806059,1,1,1,7,0
3544,4,.021224787,.83713043,-1.0888953,1,1,1,7,0
8423,4,-.5863601,-.12606786,-.050667681,1,1,1,7,0
8425,4,-.5345208,-.29117343,.21968125,1,1,1,7,0
9460,4,-.32813582,.31984329,-.36014977,1,1,1,7,0
2298,4,-.53322315,.32139784,-.19215547,1,1,1,7,0
6840,4,-.67158759,-1.1822196,1.0276465,1,1,1,7,0
9557,4,-.41298896,-.81836778,.74369156,1,1,1,7,0
1202,4,-.97962004,-1.1622703,.74857247,1,1,1,7,0
2549,4,-.1232101,-.02477213,-.68510938,1,1,1,7,0
